key,source,Range,Detail,Position,Note,defer,code,image_id,building,condition,id_a,id_b,worker_a,worker_b,n_a,n_b,same_count,ospa1,ospa2,cardinality_floor,hausdorff,directed_a,directed_b,nn_mean,sum_assignment_max,bottleneck,uncovered_a_3,uncovered_b_3,matched_3,one_to_one_unmatched_3,uncovered_a_6,uncovered_b_6,matched_6,one_to_one_unmatched_6,uncovered_a_9,uncovered_b_9,matched_9,one_to_one_unmatched_9,uncovered_a_12,uncovered_b_12,matched_12,one_to_one_unmatched_12,previous_interpretation,similarity_explicit,different_coverage_reported,detail_difference_reported,whole_image_split_explicit,cluster_count_only,cluster_OSPA1_3,cluster_OSPA1_6,cluster_OSPA1_9,cluster_OSPA2_3,cluster_OSPA2_6,cluster_OSPA2_9,cluster_OSPA2_12,cluster_Hausdorff_3,cluster_Hausdorff_6,cluster_Hausdorff_9,cluster_Hausdorff_12,cluster_OSPA1_6_AND_H6,cluster_OSPA1_6_AND_H9,cluster_OSPA1_6_AND_H12,cluster_Bottleneck_equal_6,cluster_Bottleneck_equal_9,cluster_Bottleneck_equal_12
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3|semi|b1b61e100de771f2|21dc895dfa61871c,user12,相近,相近,接近,没看出啥不同,False,wc2JMjhGNzB-20,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,b1b61e100de771f2,21dc895dfa61871c,W014,W017,8,8,True,0.5377915919948627,0.9104913684666466,0.0,1.9840233714956428,1.9840233714956428,1.9840233714956428,0.5377915919948627,1.9840233714956428,1.9840233714956428,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,similar_with_tolerance,True,False,False,,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|manual|4a6dba8a9c32eb66|a49a93c3a2018b34,user12,相近,相近,接近,没看出啥不同,False,yqstnuAEVhm-31,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,4a6dba8a9c32eb66,a49a93c3a2018b34,W008,W037,8,8,True,2.019291566979698,2.161878370254334,0.0,2.873770186802182,2.873770186802182,2.873770186802182,2.019291566979698,2.873770186802182,2.873770186802182,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,similar_with_tolerance,True,False,False,,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|manual|6f7020870942eee83774|955fdd77aab2e02c77b7,user12,不同,有增减或不同表达,有需单独记录的差异,"对于细节区域的标注不同,有些有遗漏,有些有偏差.w31只是漏了右边墙的位置",False,VFuaQ6m2Qom-07,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,6f7020870942eee83774,955fdd77aab2e02c77b7,W010,W031,24,20,False,6.042022311938413,12.32082701954437,5.0,10.475401044441757,10.475401044441757,2.939145687786718,1.8104421497576275,2.939145687786718,,4,0,20,4,3,0,20,4,2,0,20,4,0,0,20,4,different_expression_or_cover,False,True,True,,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d|manual|955fdd77aab2e02c77b7|9f1b2668af9bbb8c27ab,user12,不同,有增减或不同表达,有需单独记录的差异,"对于细节的标注不同,主要是画面中间凹进去的地方 , 这两个对于右边墙那里也是有点遗漏的",False,VFuaQ6m2Qom-07,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,955fdd77aab2e02c77b7,9f1b2668af9bbb8c27ab,W031,W037,20,12,False,12.546240345508158,18.991670802987134,12.0,9.136090710036653,9.136090710036653,2.323229166624581,1.7822484895356507,2.323229166624581,,8,0,12,8,1,0,12,8,1,0,12,8,0,0,12,8,different_expression_or_cover,False,True,True,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab|manual|bd674c6f3557dcdb|88d9213c617fe790,user12,不同,有增减或不同表达,有需单独记录的差异,"02是最正确的,这036忽略了画面中的区域",False,e9zR4mvMWw7-19,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,bd674c6f3557dcdb,88d9213c617fe790,W002,W036,12,8,False,10.595376868471876,17.342036052300738,10.0,50.97865667517243,50.97865667517243,1.6537071415674125,8.546407712598665,1.6537071415674125,,4,0,8,4,4,0,8,4,4,0,8,4,4,0,8,4,different_expression_or_cover,False,True,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103|semi|d484f67bf0c8f4a0|d0df2148541db2cf,user12,相近,有增减或不同表达,有需单独记录的差异,不知道为什么06在第二对点那里多标了一组,False,q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,d484f67bf0c8f4a0,d0df2148541db2cf,W002,W006,8,10,False,6.000000085377365,13.41640786499874,6.0,2.66888239885464,8.537736462515939e-07,2.66888239885464,0.2639111267586655,8.537736462515939e-07,,0,0,8,2,0,0,8,2,0,0,8,2,0,0,8,2,different_expression_or_cover,False,False,True,,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8|manual|063a5ec4d91eccc8b4c3|b341f546633829a990db,user12,不同,有增减或不同表达,有需单独记录的差异,"35他直接标了马桶间,31遗漏了浴缸区域被挡起来的墙角",False,uNb9QFRL6hY-50,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,063a5ec4d91eccc8b4c3,b341f546633829a990db,W031,W035,10,14,False,9.379034577818098,16.071098073032083,8.571428571428571,32.19022987289692,1.9473733269940217,32.19022987289692,5.304634427975445,1.9473733269940217,,0,4,10,4,0,4,10,4,0,4,10,4,0,4,10,4,different_expression_or_cover,False,True,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d|manual|c7aeb60e2d3b55c2a7dc|02946d1a59a1cfe17aef,user12,不同,有增减或不同表达,有需单独记录的差异,"29相对于33,没有标右边门口的区域的细节",False,uNb9QFRL6hY-60,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,c7aeb60e2d3b55c2a7dc,02946d1a59a1cfe17aef,W029,W033,12,18,False,10.994649898938434,17.37609899286624,10.0,15.481369513422354,3.095391287710904,15.481369513422354,2.8676021138365693,3.095391287710904,,1,7,11,8,0,6,12,6,0,2,12,6,0,2,12,6,different_expression_or_cover,False,True,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058|manual|0657f6415220d28c|b5c368a4140e7de4,user12,不能判断,有增减或不同表达,疑似配对或预处理问题,"36好像缺少了两个点,中间壁炉那里的标注也有不同",False,yqstnuAEVhm-31,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,0657f6415220d28c,b5c368a4140e7de4,W032,W036,16,14,False,6.973730078525874,13.172301354603276,3.75,39.89911900934914,39.89911900934914,26.398710122216063,5.207468129489108,113.12139176575288,,5,3,11,8,4,2,12,6,3,1,13,4,3,1,13,4,different_expression_or_cover,False,False,True,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d|manual|7834e8d354a01da4|6f9679a3058624e4,user12,相近,相近,接近,"主要标天花板和洗手台那里有点不同,整体上还是很接近的",False,X7HyMhZNoso-13,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,7834e8d354a01da4,6f9679a3058624e4,W015,W031,8,8,True,1.9371198161799963,2.466334746134998,0.0,5.156457804058773,5.156457804058773,5.156457804058773,1.9371198161799963,5.156457804058773,5.156457804058773,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0,similar_with_tolerance,True,False,False,,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15|manual|a9df090a73a1a89c|8caa1a6f8af38d0e,user12,不能判断,有增减或不同表达,有需单独记录的差异,"这个图本身就难标,而且这个标的也不太同,35在最右边多标了,21在门框标了",False,b8cTxDM8gDG-04,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,a9df090a73a1a89c,8caa1a6f8af38d0e,W021,W035,12,12,True,6.490872940235254,12.39494475441184,0.0,45.861397842323335,45.861397842323335,13.524205672741624,6.110965916203482,88.69942246411274,59.02198370427447,3,3,9,6,2,2,10,4,2,2,10,4,2,2,10,4,different_expression_or_cover,False,False,True,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103|semi|d484f67bf0c8f4a0|2bc96fab1ff93d70,user12,相近,相近,接近,"完全一致. 共识不是说必须一个像素不差,我觉得 w n 和w n的标注很接近,形成簇 也算是这俩人达成共识",False,q9vSo1VnCiC-15,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,d484f67bf0c8f4a0,2bc96fab1ff93d70,W002,W008,8,8,True,1.0672170578144925e-07,3.0185456743143334e-07,0.0,8.537736462515939e-07,8.537736462515939e-07,8.537736462515939e-07,1.0672170578144925e-07,8.537736462515939e-07,8.537736462515939e-07,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,similar_with_tolerance,True,False,False,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31|manual|718f9a7977eee15c|b92cd1db2b605d45,user12,相近,相近,接近,"其实我觉得簇1,簇2没啥区别,不过确实 w8第三对点标的比所有人都靠下",False,wc2JMjhGNzB-15,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,718f9a7977eee15c,b92cd1db2b605d45,W008,W036,8,8,True,1.944761332301156,2.8164955620970726,0.0,6.740015422835485,6.740015422835485,6.740015422835485,1.944761332301156,6.740015422835485,6.740015422835485,1,1,7,2,1,1,7,2,0,0,8,0,0,0,8,0,similar_with_tolerance,True,False,False,,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3|semi|b1b61e100de771f2|f04688b19d0918f8,user12,相近,相近,接近,很接近,False,wc2JMjhGNzB-20,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,b1b61e100de771f2,f04688b19d0918f8,W014,W035,8,8,True,2.220692670303798,2.471230513816804,0.0,4.546567696000393,4.546567696000393,4.546567696000393,2.220692670303798,4.546567696000393,4.546567696000393,1,1,7,2,0,0,8,0,0,0,8,0,0,0,8,0,similar_with_tolerance,True,False,False,,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True
