review_id,image_id,paired_image_id,reason,question,affected_conclusion,subjective_tag,coarse_source,coarse_category,AI_main_space,AI_main_source,room_id,room_relation_status,numeric_trigger,canonical_ids,worker_ids,recommended_numeric_cut,source,hohonet_points,bi_enclosed_points,bi_extended_points,bi_scope_difference,feedback_p_simple,feedback_p_medium,feedback_p_hard,manual_n_valid,manual_supported_modes,manual_singleton_fraction
Q011,uNb9QFRL6hY_e24473d2b8a24568b89c1c4c2a4a9bf1,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,mixed_display_G178,确认相机当前主空间、相邻可见区域与实际要求的标注范围；解释同组不同难度是否来自视点遮挡/结构，或只是主空间与整体场景混用。不得仅凭展示组假定物理同房。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,简单,早期争议复核导出.user_type,工作与学习,书房为主,AI_new_spatial_review,supported_component:uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,supported_component,group=G178; tag=简单; paired_tag=中等; relation=supported_component,,,".05,.10,.20",numeric/text triage only; image not viewed,16,9,9,0.0011670808368,0.667371034622,0.109584219754,0.223044767976,,,
Q012,uNb9QFRL6hY_fd411e4f6035431593833d9d0beb4d32,uNb9QFRL6hY_23ed105b1f0f48bbb6ec025df9d313e7,mixed_display_G178,确认相机当前主空间、相邻可见区域与实际要求的标注范围；解释同组不同难度是否来自视点遮挡/结构，或只是主空间与整体场景混用。不得仅凭展示组假定物理同房。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,简单,早期争议复核导出.user_type,工作与学习,书房为主,AI_new_spatial_review,supported_component:uNb9QFRL6hY_104d12b732794414a42edd37ac554bff,supported_component,group=G178; tag=简单; paired_tag=中等; relation=supported_component,,,".05,.10,.20",numeric/text triage only; image not viewed,8,8,8,0.000375747702056,0.666409194469,0.274980425835,0.0586103387177,,,
Q013,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,mixed_display_G179,确认相机当前主空间、相邻可见区域与实际要求的标注范围；解释同组不同难度是否来自视点遮挡/结构，或只是主空间与整体场景混用。不得仅凭展示组假定物理同房。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,中等,早期争议复核导出.user_type,卧室,睡眠为主,AI_new_spatial_review,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,group=G179; tag=中等; paired_tag=简单; relation=overlap_with_pending_or_unsupported,0ab97a7e7082f598e237;35a9f318fa8bb9909db0;e4ccffc7a8756b7b0be4;200f0c572426f1ad5f6c;e141cec3bd166425f47c;cb5e672973105a2a1c43;d14d3e95941e544b31c6;f579b073015ccb5f87b1;cc9c520b1f8781f19e31;d82cf0aab412ea6e207e;0a6c2ab575a7b36f82bd;e714d76c74a373febbee;0359bc11d268822d94fd;7d1b82da44ed8dd8ef72;e53257d9b7428d4da0f5;a8282b826c2b83f1c177;bed357bd88baf4c32786;e7b36064adef9c88eb38;423d83b62a6b1fee7af4;a4015419d4289160ce21;46a22bc8081a9f80e282;6b145ff560adec834931;b7e7d86f528066fab226,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,".05,.10,.20",numeric/text triage only; image not viewed,8,8,8,0.000355099528691,0.839478671551,0.160520404577,9.48924594013e-07,23,3,0.0434782608696
Q014,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,mixed_display_G179,确认相机当前主空间、相邻可见区域与实际要求的标注范围；解释同组不同难度是否来自视点遮挡/结构，或只是主空间与整体场景混用。不得仅凭展示组假定物理同房。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,中等,早期争议复核导出.user_type,卧室,卧室床区为主，入口可见,AI_new_spatial_review,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,group=G179; tag=中等; paired_tag=简单; relation=overlap_with_pending_or_unsupported,,,".05,.10,.20",numeric/text triage only; image not viewed,12,12,12,0.000314292640854,0.681792497635,0.272150814533,0.0460566617548,,,
Q015,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,mixed_display_G179,确认相机当前主空间、相邻可见区域与实际要求的标注范围；解释同组不同难度是否来自视点遮挡/结构，或只是主空间与整体场景混用。不得仅凭展示组假定物理同房。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,中等,早期争议复核导出.user_type,卧室,睡眠为主；休憩次要,AI_new_spatial_review,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,group=G179; tag=中等; paired_tag=简单; relation=overlap_with_pending_or_unsupported,,,".05,.10,.20",numeric/text triage only; image not viewed,12,12.5,12,0.000895564464642,0.665373027325,0.300697565079,0.0339294038713,,,
Q016,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,mixed_display_G179,确认相机当前主空间、相邻可见区域与实际要求的标注范围；解释同组不同难度是否来自视点遮挡/结构，或只是主空间与整体场景混用。不得仅凭展示组假定物理同房。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,中等,早期争议复核导出.user_type,卧室,卧室床区与入口共同呈现；入口比其他视点更突出,AI_new_spatial_review,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,group=G179; tag=中等; paired_tag=简单; relation=overlap_with_pending_or_unsupported,1d0597eb333ea3d5fed7;f0b7c25018d49988f041;e377c53531a08df384d9;4f5e2f801a33ddacfbff;8f895f66411f68620317,W001;W002;W012;W027;W030,".05,.10,.20",numeric/text triage only; image not viewed,12,12,12,0.000516157750049,0.681792497635,0.272150814533,0.0460566617548,5,1,0.6
Q017,uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,mixed_display_G179,确认相机当前主空间、相邻可见区域与实际要求的标注范围；解释同组不同难度是否来自视点遮挡/结构，或只是主空间与整体场景混用。不得仅凭展示组假定物理同房。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,简单,早期争议复核导出.user_type,卧室,睡眠为主；外门侧次要,AI_new_spatial_review,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,group=G179; tag=简单; paired_tag=中等; relation=overlap_with_pending_or_unsupported,,,".05,.10,.20",numeric/text triage only; image not viewed,12,12,12,0.000555818877187,0.681792497635,0.272150814533,0.0460566617548,,,
Q018,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY_ab84a27288034713b2c24e41b31acc78,mixed_display_G179,确认相机当前主空间、相邻可见区域与实际要求的标注范围；解释同组不同难度是否来自视点遮挡/结构，或只是主空间与整体场景混用。不得仅凭展示组假定物理同房。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,中等,早期争议复核导出.user_type,卧室,睡眠为主；休憩次要,AI_new_spatial_review,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,group=G179; tag=中等; paired_tag=简单; relation=overlap_with_pending_or_unsupported,9b37138fe91ff43e;cc489ed26e6a6e97;1ca02860b4a7e7d2;35106d58264638aa;aeaf2ad30c3fe9b9;aba22d3e3811e1e8;0bc46f1a3b806213;d1d8b27617cb0ec5;edcd6c71a1b268da;6c5856c1f7aa16d9;e9fe122a6030b153;32708a527ceab167;08273d75b652c174;474b1e7bf36766ad;1b1c8090db93570b;28c293e3f02cd5e8;1712a484cb125952;825fe47e013bea16;0bbfe0599bf5bc91;24e4fbb4ada90859;acdca7ecab43b62d;2cb4cd43495e4462;765e8580e5786a73;11bfb64ccd2445aa,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,".05,.10,.20",numeric/text triage only; image not viewed,12,8,12,0.0039253028031,0.813148379326,0.0437769033015,0.143074706197,24,3,0.166666666667
Q019,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,mixed_display_G179,确认相机当前主空间、相邻可见区域与实际要求的标注范围；解释同组不同难度是否来自视点遮挡/结构，或只是主空间与整体场景混用。不得仅凭展示组假定物理同房。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,简单,早期争议复核导出.user_type,卧室,睡眠／休憩并重,AI_new_spatial_review,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,group=G179; tag=简单; paired_tag=中等; relation=overlap_with_pending_or_unsupported,bcadc37ee0819d4ead2d;99a8d85e0a09165ed320;063a04f15b4aa1089409;7a0778c91977ce16bfb0;adafd30448bdc86059f9;1ff1c3fea69357e03c76;788e7e1c7924718866a4;3d3fca86654cbfeba8a0;b7e5ac04265464d25c70;8024c676ff7c3f775432,W001;W011;W012;W014;W015;W018;W031;W033;W034;W037,".05,.10,.20",numeric/text triage only; image not viewed,12,8,8,0.00178467367439,0.91419428587,0.0599352829158,0.0258704125881,5,1,0.2
Q020,uNb9QFRL6hY_e8fcf8c5bd324655a25186117151ccbd,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,mixed_display_G179,确认相机当前主空间、相邻可见区域与实际要求的标注范围；解释同组不同难度是否来自视点遮挡/结构，或只是主空间与整体场景混用。不得仅凭展示组假定物理同房。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,简单,早期争议复核导出.user_type,卧室,睡眠为主；外门侧次要,AI_new_spatial_review,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,group=G179; tag=简单; paired_tag=中等; relation=overlap_with_pending_or_unsupported,,,".05,.10,.20",numeric/text triage only; image not viewed,8,8,8,0.00151704464964,0.839478671551,0.160520404577,9.48924594013e-07,,,
Q021,uNb9QFRL6hY_fd10460fd2bc4c52af84e36e89357269,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,mixed_display_G179,确认相机当前主空间、相邻可见区域与实际要求的标注范围；解释同组不同难度是否来自视点遮挡/结构，或只是主空间与整体场景混用。不得仅凭展示组假定物理同房。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,简单,早期争议复核导出.user_type,卧室,睡眠为主；休憩次要,AI_new_spatial_review,supported_component:uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,overlap_with_pending_or_unsupported,group=G179; tag=简单; paired_tag=中等; relation=overlap_with_pending_or_unsupported,,,".05,.10,.20",numeric/text triage only; image not viewed,8,8,12,0.0154767973143,0.783617258072,0.153001949191,0.0633807703853,,,
Q022,uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,mixed_display_G184,确认“淋浴内部为主”是否改变实际标注对象/范围；玻璃外主浴室是背景还是任务目标？核查中等与困难差别，不能依据玻璃材质自动决定边界。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,困难,早期争议复核导出.user_type,卫浴,洗漱／沐浴并重,AI_new_spatial_review,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,group=G184; tag=困难; paired_tag=中等; relation=overlap_with_pending_or_unsupported,,,".05,.10,.20",numeric/text triage only; image not viewed,12,17,16,0.00113527563868,8.07616686416e-07,0.493696987629,0.506302177906,,,
Q023,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,mixed_display_G184,确认“淋浴内部为主”是否改变实际标注对象/范围；玻璃外主浴室是背景还是任务目标？核查中等与困难差别，不能依据玻璃材质自动决定边界。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,困难,早期争议复核导出.user_type,卫浴,洗漱为主；浴缸次要,AI_new_spatial_review,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,group=G184; tag=困难; paired_tag=中等; relation=overlap_with_pending_or_unsupported,35b93ebcf170b657802a;fe7b820ed43008b5a057;740b26f3c0809cbeadad;0dfa885b59782e4c1c1b;3bf751765858f968e01b,W006;W017;W028;W029;W036,".05,.10,.20",numeric/text triage only; image not viewed,16,16,16,0.000913600782143,8.50455080581e-07,0.378437697887,0.621561467648,5,1,0.4
Q024,uNb9QFRL6hY_76ba70b55bde4313939a4a0cd78a49d3,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,mixed_display_G184,确认“淋浴内部为主”是否改变实际标注对象/范围；玻璃外主浴室是背景还是任务目标？核查中等与困难差别，不能依据玻璃材质自动决定边界。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,困难,早期争议复核导出.user_type,卫浴,梳妆洗漱为主,AI_new_spatial_review,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,group=G184; tag=困难; paired_tag=中等; relation=overlap_with_pending_or_unsupported,,,".05,.10,.20",numeric/text triage only; image not viewed,16,17,16,0.00175552353013,8.27348799248e-07,0.415392041206,0.584607124329,,,
Q025,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,mixed_display_G184,确认“淋浴内部为主”是否改变实际标注对象/范围；玻璃外主浴室是背景还是任务目标？核查中等与困难差别，不能依据玻璃材质自动决定边界。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,困难,早期争议复核导出.user_type,卫浴,主浴室洗漱浴缸区为主，厕间可见,AI_new_spatial_review,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,group=G184; tag=困难; paired_tag=中等; relation=overlap_with_pending_or_unsupported,e21b795c3082b91b04f7;dc3b60d3ab46195c79f2;efabbdc5b8f3c34605b1;1d1473ea45cef547d01e;1892d2228413184cfbd6;063a5ec4d91eccc8b4c3;4203b3767e3303cffd5c;511d41c2a1ae8135d56a;90b1682c716df1046edd;74ec5ab0599eaeaf4719;d568da825a0925474c30;70f54069db5f45b1c3a9;00df94cb0e7cc21280ba;8b3873aaa11c92de279f;b341f546633829a990db;4aa250b1a35849403e62;a9ffc64727b849e97700;dcc9b22c32e44a2b6aed;6e92af5ad7667f224740;b73663d4e6304415c7df;f0749422e452eec8ab7d;2e29af366c8b907df0ba;f155c5b328bfdbe59187,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,".05,.10,.20",numeric/text triage only; image not viewed,16,20,21.5,0.00227348887643,6.91498314609e-07,0.450261354446,0.549737989902,23,5,0.130434782609
Q026,uNb9QFRL6hY_b98c9460586e4f138658181461df9f51,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,mixed_display_G184,确认“淋浴内部为主”是否改变实际标注对象/范围；玻璃外主浴室是背景还是任务目标？核查中等与困难差别，不能依据玻璃材质自动决定边界。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,困难,早期争议复核导出.user_type,卫浴,淋浴／沐浴为主,AI_new_spatial_review,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,group=G184; tag=困难; paired_tag=中等; relation=overlap_with_pending_or_unsupported,,,".05,.10,.20",numeric/text triage only; image not viewed,12,16,16,0.000916777500502,8.29619295928e-07,0.459781348705,0.54021781683,,,
Q027,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,mixed_display_G184,确认“淋浴内部为主”是否改变实际标注对象/范围；玻璃外主浴室是背景还是任务目标？核查中等与困难差别，不能依据玻璃材质自动决定边界。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,困难,早期争议复核导出.user_type,卫浴,淋浴入口及主浴室共同呈现，洗漱浴缸区清楚,AI_new_spatial_review,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,group=G184; tag=困难; paired_tag=中等; relation=overlap_with_pending_or_unsupported,3a99de3022bf33efda0d;cd7adf8eb45b561bc952;f765bc60ba41307a048f;c7aeb60e2d3b55c2a7dc;aaa2559a6db59dcb28a0;597362d2aa07f7db8a02;8f2f8f8bfdaec3360646;0306cba337eb984110ee;f74c671037152e7b23be;c52bd6458bd9b8699533;81cd8395dbe20dc23478;266064e3bd9d27c4efda;aa07e998c7330ad3d3eb;d17d0b2e584b2292c1f1;95008ded416834561a81;02946d1a59a1cfe17aef;f26a8da3bc451c32cde9;354632cf039452bb7976;1849bc7fd397907c0fdc;b2371fd8992b71f8f26a;c72ac2a665cd5a8025ca;c5c73b69124bd4813ab3;8f59ffff972415042eba,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W027;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,".05,.10,.20",numeric/text triage only; image not viewed,24,16,16,0.0212368464541,8.95432435755e-07,0.202844530344,0.797154605389,23,5,0.260869565217
Q028,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,mixed_display_G184,确认“淋浴内部为主”是否改变实际标注对象/范围；玻璃外主浴室是背景还是任务目标？核查中等与困难差别，不能依据玻璃材质自动决定边界。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,困难,早期争议复核导出.user_type,卫浴,沐浴为主；洗漱次要,AI_new_spatial_review,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,group=G184; tag=困难; paired_tag=中等; relation=overlap_with_pending_or_unsupported,9013342fd86225b281ba;f78931e744dcb44323b8;c3008da1d11064bd3531;63597564c489c761152b;81702024cb6333973ce6,W011;W015;W031;W032;W033,".05,.10,.20",numeric/text triage only; image not viewed,16,16,16.5,0.000340439208937,8.41416692765e-07,0.372716277838,0.627282857895,5,1,0.6
Q029,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,mixed_display_G184,确认“淋浴内部为主”是否改变实际标注对象/范围；玻璃外主浴室是背景还是任务目标？核查中等与困难差别，不能依据玻璃材质自动决定边界。,主空间解释是否真实；不能把组别、来源或类别识别冒充类别内难易,中等,早期争议复核导出.user_type,卫浴,淋浴内部为主，玻璃外主浴室可见,AI_new_spatial_review,supported_component:uNb9QFRL6hY_2ed0e171a7c34f17a85363923a26ab98,overlap_with_pending_or_unsupported,group=G184; tag=中等; paired_tag=困难; relation=overlap_with_pending_or_unsupported,e2af3853afde2a84287b;c56be6e4f5a0291cbfe7;0e9176654eefd5c9e285;353881dfb47a1686a026;586816fed8c7e04af03d,W008;W011;W031;W032;W033,".05,.10,.20",numeric/text triage only; image not viewed,12,13.5,13.5,0.00108664643962,9.4328851219e-07,0.397664874792,0.602334201336,5,1,0.2
