base_task_id,building_id,image_reference,remote_reference_available,workspace_local_found,workspace_local_path,git_tracked_image_found,candidate_image_count
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.jpg,True,True,trap集/manual/拼接缝及拉伸/task570(同时是角点错位)/B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624.png,True,4
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.jpg,True,True,data/mp3d_layout/img_v/B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b.jpg,False,3
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.jpg,True,True,data/mp3d_layout/img_v/B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5.jpg,False,3
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.jpg,True,True,data/mp3d_layout/img_v/B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6.jpg,False,3
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.jpg,False,3
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e.jpg,False,3
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee.jpg,False,3
S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_53d54b73e58940019b731673e65c1902.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_53d54b73e58940019b731673e65c1902.jpg,False,3
S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f.jpg,False,3
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02.jpg,False,3
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.jpg,False,3
S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486.jpg,False,3
S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_eba5ca774e2a41dfa6e22fbff7fe66d2.jpg,False,3
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a.jpg,True,True,data/mp3d_layout/img_v/S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a.jpg,False,3
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.jpg,False,4
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.jpg,False,4
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.jpg,True,True,trap集/OOS/边界不可判定/task609/UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282.png,True,4
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.jpg,True,True,trap集/OOS/几何假设不成立(弧形墙)/task526/UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940.png,True,4
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.jpg,True,True,trap集/manual/玻璃/task470/UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65.png,True,4
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.jpg,True,True,trap集/manual/拼接缝及拉伸/task462/UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596.png,True,4
UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de.jpg,False,4
UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc.jpg,True,True,data/mp3d_layout/img_v/UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc.jpg,False,3
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg,True,True,data/mp3d_layout/img_v/UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972.jpg,False,3
UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980.jpg,True,True,data/mp3d_layout/img_v/UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980.jpg,False,3
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407.jpg,True,True,trap集/OOS/证据不足/task529/UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407.png,True,4
VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a.jpg,True,True,data/mp3d_layout/img_v/VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a.jpg,False,3
VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e.jpg,True,True,data/mp3d_layout/img_v/VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e.jpg,False,3
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.jpg,True,True,data/mp3d_layout/img_v/VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85.jpg,False,3
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.jpg,True,True,data/mp3d_layout/img_v/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.jpg,False,3
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.jpg,True,True,data/mp3d_layout/img_v/VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8.jpg,False,3
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,VLzqgDo317F,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/VLzqgDo317F_5d3591edd7c546acaf99db40281b3409.jpg,True,True,data/mp3d_layout/img_v/VLzqgDo317F_5d3591edd7c546acaf99db40281b3409.jpg,False,3
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.jpg,True,True,trap集/semi/模型标注质量好/task501/X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a.png,True,4
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302.jpg,False,4
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.jpg,True,True,trap集/manual/玻璃/task555/X7HyMhZNoso_987fd31155514f6facb131bd5c14881d.png,True,4
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9.jpg,False,4
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/Z6MFQCViBuw_2008e72476f84104858e908beeac0193.jpg,False,4
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/Z6MFQCViBuw_22fff6c74efb476592569c18718feb41.jpg,False,4
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d.jpg,False,4
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.jpg,True,True,data/mp3d_layout/img_v/Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12.jpg,False,3
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.jpg,True,True,"trap集/manual/遮罩/task696(低优先,不确定,难标注)/b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15.png",True,4
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.jpg,True,True,trap集/semi/角点错位/task625/b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df.png,True,4
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4.jpg,False,4
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f3748786c3704532abb2358581488f3f.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/b8cTxDM8gDG_f3748786c3704532abb2358581488f3f.jpg,False,4
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,b8cTxDM8gDG,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/b8cTxDM8gDG_f63819c407e64c2897b703080766cb60.jpg,True,True,trap集/OOS/边界不可判定/task459/b8cTxDM8gDG_f63819c407e64c2897b703080766cb60.png,True,4
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945.jpg,False,4
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8.jpg,True,True,data/mp3d_layout/img_v/e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8.jpg,False,3
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8.jpg,False,4
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.jpg,True,True,trap集/semi/模型标注质量好/task492/e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76.png,True,4
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.jpg,True,True,trap集/semi/模型标注质量好/task568/e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45.png,True,4
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47.jpg,True,True,analysis_results/c1_building_registry_review_20260801/representative_images/e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47.jpg,False,4
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.jpg,True,True,trap集/manual/纹理弱 纯色墙/task559/e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab.png,True,4
