image_id,building,condition,subset,observed_n,actual_full_n,workers,prefix_grade,prefix_status,full_grade,full_status,prefix_early,future_pair_coverage,definition
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,6,6,24,W001;W006;W018;W030;W032;W034,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,7,6,24,W001;W002;W028;W029;W032;W037,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.833333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,8,6,24,W002;W006;W014;W027;W031;W032,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.722222222222,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,9,6,24,W021;W028;W029;W031;W033;W036,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,10,6,24,W002;W013;W014;W021;W028;W029,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,11,6,24,W001;W008;W015;W033;W036;W037,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.722222222222,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,0,6,24,W015;W018;W028;W029;W030;W034,,limited_horizon_or_order_sensitive,,order_sensitive_or_other_trajectory,0,0.666666666667,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,1,6,24,W002;W006;W008;W021;W033;W034,,limited_horizon_or_order_sensitive,,order_sensitive_or_other_trajectory,0,0.666666666667,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,2,6,24,W001;W006;W014;W031;W034;W035,,limited_horizon_or_order_sensitive,,order_sensitive_or_other_trajectory,0,0.722222222222,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,3,6,24,W002;W014;W018;W027;W028;W031,,limited_horizon_or_order_sensitive,,order_sensitive_or_other_trajectory,0.466666666667,0.611111111111,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,4,6,24,W002;W011;W017;W021;W034;W036,simple,assigned_observed_early,,order_sensitive_or_other_trajectory,0.9,0.666666666667,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,5,6,24,W013;W017;W018;W027;W030;W034,,limited_horizon_or_order_sensitive,,order_sensitive_or_other_trajectory,0,0.555555555556,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,6,6,24,W012;W015;W017;W032;W033;W037,,limited_horizon_or_order_sensitive,,order_sensitive_or_other_trajectory,0,0.555555555556,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,7,6,24,W002;W011;W012;W015;W031;W034,,limited_horizon_or_order_sensitive,,order_sensitive_or_other_trajectory,0,0.833333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,8,6,24,W008;W010;W014;W017;W028;W037,,limited_horizon_or_order_sensitive,,order_sensitive_or_other_trajectory,0,0.666666666667,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,9,6,24,W002;W006;W010;W014;W018;W032,simple,assigned_observed_early,,order_sensitive_or_other_trajectory,1,0.5,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,10,6,24,W002;W011;W012;W015;W018;W030,,limited_horizon_or_order_sensitive,,order_sensitive_or_other_trajectory,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,11,6,24,W008;W010;W011;W027;W029;W033,,limited_horizon_or_order_sensitive,,order_sensitive_or_other_trajectory,0,0.722222222222,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,0,6,24,W006;W011;W015;W028;W034;W035,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,1,6,24,W012;W021;W027;W030;W035;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,2,6,24,W002;W011;W017;W021;W031;W032,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0.666666666667,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,3,6,24,W011;W013;W031;W034;W035;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,4,6,24,W006;W008;W012;W017;W021;W030,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.833333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,5,6,24,W013;W014;W027;W029;W035;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,6,6,24,W001;W002;W008;W017;W021;W029,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,7,6,24,W006;W008;W013;W021;W031;W033,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,8,6,24,W006;W011;W015;W032;W034;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,9,6,24,W002;W011;W012;W030;W035;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,10,6,24,W006;W011;W021;W027;W030;W034,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.944444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,11,6,24,W011;W012;W013;W027;W035;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,0,6,24,W011;W017;W021;W027;W028;W035,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.666666666667,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,1,6,24,W002;W006;W008;W012;W027;W030,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.5,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,2,6,24,W001;W002;W008;W010;W015;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.611111111111,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,3,6,24,W001;W008;W010;W015;W018;W032,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.555555555556,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,4,6,24,W021;W030;W031;W033;W034;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,5,6,24,W008;W010;W012;W013;W017;W027,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.444444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,6,6,24,W006;W013;W027;W030;W032;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.722222222222,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,7,6,24,W008;W014;W018;W021;W032;W035,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.611111111111,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,8,6,24,W011;W029;W032;W033;W035;W036,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,9,6,24,W012;W014;W017;W029;W030;W035,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,10,6,24,W002;W014;W028;W030;W031;W033,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,11,6,24,W010;W011;W012;W017;W021;W033,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.555555555556,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,0,6,24,W006;W013;W017;W028;W030;W036,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.222222222222,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,1,6,24,W008;W014;W018;W032;W033;W036,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.333333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,2,6,24,W001;W008;W011;W013;W021;W029,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.333333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,3,6,24,W010;W011;W012;W028;W030;W032,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.111111111111,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,4,6,24,W006;W027;W030;W032;W033;W035,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.333333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,5,6,24,W001;W002;W011;W015;W027;W031,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.388888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,6,6,24,W010;W014;W017;W029;W031;W034,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.388888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,7,6,24,W006;W013;W017;W021;W032;W036,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.166666666667,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,8,6,24,W001;W010;W011;W014;W030;W032,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.388888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,9,6,24,W002;W010;W012;W015;W017;W030,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.333333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,10,6,24,W006;W010;W013;W028;W032;W033,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.277777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,11,6,24,W001;W008;W010;W013;W032;W034,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.388888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,0,6,20,W006;W013;W028;W031;W034;W037,simple,assigned_observed_early,medium,assigned_observed_later,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,1,6,20,W002;W008;W011;W012;W035;W036,simple,assigned_observed_early,medium,assigned_observed_later,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,2,6,20,W008;W010;W015;W031;W032;W036,simple,assigned_observed_early,medium,assigned_observed_later,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,3,6,20,W001;W008;W011;W015;W017;W037,simple,assigned_observed_early,medium,assigned_observed_later,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,4,6,20,W001;W010;W011;W030;W036;W037,simple,assigned_observed_early,medium,assigned_observed_later,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,5,6,20,W002;W011;W012;W015;W017;W029,simple,assigned_observed_early,medium,assigned_observed_later,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,6,6,20,W008;W010;W030;W031;W033;W035,simple,assigned_observed_early,medium,assigned_observed_later,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,7,6,20,W012;W013;W028;W029;W033;W034,simple,assigned_observed_early,medium,assigned_observed_later,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,8,6,20,W008;W011;W029;W030;W031;W033,simple,assigned_observed_early,medium,assigned_observed_later,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,9,6,20,W008;W012;W032;W033;W034;W036,simple,assigned_observed_early,medium,assigned_observed_later,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,10,6,20,W001;W008;W012;W028;W031;W034,,limited_horizon_or_order_sensitive,medium,assigned_observed_later,0,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,11,6,20,W001;W002;W006;W010;W011;W032,simple,assigned_observed_early,medium,assigned_observed_later,1,1,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,0,6,24,W011;W014;W021;W031;W032;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.333333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,1,6,24,W008;W013;W017;W028;W032;W035,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.555555555556,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,2,6,24,W008;W012;W013;W014;W021;W034,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.5,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,3,6,24,W001;W008;W012;W015;W032;W036,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.611111111111,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,4,6,24,W001;W002;W006;W011;W032;W035,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.444444444444,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,5,6,24,W006;W013;W015;W017;W028;W032,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.333333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,6,6,24,W006;W013;W015;W029;W032;W035,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.555555555556,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,7,6,24,W012;W017;W027;W031;W032;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.611111111111,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,8,6,24,W013;W014;W018;W021;W027;W033,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.5,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,9,6,24,W012;W013;W018;W021;W030;W031,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.5,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,10,6,24,W001;W002;W013;W014;W018;W037,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.333333333333,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,11,6,24,W001;W010;W013;W015;W029;W034,,limited_horizon_or_order_sensitive,,singleton_support_unresolved,0,0.388888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,0,6,24,W011;W014;W032;W033;W035;W037,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.888888888889,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,1,6,24,W017;W027;W029;W030;W032;W035,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.722222222222,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,2,6,24,W001;W008;W013;W017;W018;W033,,limited_horizon_or_order_sensitive,difficult_candidate,assigned_observed_fragmentation_and_change,0,0.777777777778,reclassify actual 6-person pool using only its responses; full target is retrospective comparison
