image_id,code,building,scene,scene_source,display_groups,supported_groups,room_state,manual_people,manual_band,semi_people,submitters_all_ids,no_saved_submission_or_draft,unseen_english,in_original_112,in_any_current_candidate_pool,in_required,in_H,in_followup_proposal,oos_status,image_path,group_physical_same_states
2t7WUuJeko7_9039d42e4ef4406fa57a2fbd2daba6cf,2t7WUuJeko7-12,2t7WUuJeko7,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G005""]","[""G005""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/2t7WUuJeko7_9039d42e4ef4406fa57a2fbd2daba6cf.png,"{""G005"": ""支持""}"
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,2t7WUuJeko7,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G001""]","[""G001""]",已有支持同房关系,1,1—2,0,1,False,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a.png,"{""G001"": ""支持""}"
2t7WUuJeko7_a3297c84260041288c5c38c0d1aa0a9a,2t7WUuJeko7-14,2t7WUuJeko7,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G001""]","[""G001""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/2t7WUuJeko7_a3297c84260041288c5c38c0d1aa0a9a.png,"{""G001"": ""支持""}"
2t7WUuJeko7_b72b7b78675f429a9f382a44e551cffc,2t7WUuJeko7-15,2t7WUuJeko7,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G004""]","[""G004""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/2t7WUuJeko7_b72b7b78675f429a9f382a44e551cffc.png,"{""G004"": ""支持""}"
2t7WUuJeko7_cc34e9176bfe47ebb23c58c165203134,2t7WUuJeko7-16,2t7WUuJeko7,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G004""]","[""G004""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/2t7WUuJeko7_cc34e9176bfe47ebb23c58c165203134.png,"{""G004"": ""支持""}"
2t7WUuJeko7_edc7b2c25f054ce8992ae3fb66e80881,2t7WUuJeko7-17,2t7WUuJeko7,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G002""]","[""G002""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",True,True,False,False,True,未见人工OOS记录,data/mp3d_layout/valid/img/2t7WUuJeko7_edc7b2c25f054ce8992ae3fb66e80881.png,"{""G002"": ""支持""}"
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,7y3sRwLe3Va,开放复合空间,current_coarse_review；不采用未确认的新模型建议,"[""G009"", ""G010"", ""G011""]","[""G009""]",已有支持同房关系,5,3—7,0,5,False,"[29, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211.png,"{""G009"": ""支持"", ""G010"": ""待定"", ""G011"": ""待定""}"
7y3sRwLe3Va_1e7c16e6cb054c9fbbeb15160bc11f73,7y3sRwLe3Va-07,7y3sRwLe3Va,开放复合空间,current_coarse_review；不采用未确认的新模型建议,"[""G009""]","[""G009""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/7y3sRwLe3Va_1e7c16e6cb054c9fbbeb15160bc11f73.png,"{""G009"": ""支持""}"
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,7y3sRwLe3Va,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G014""]","[""G014""]",已有支持同房关系,24,8+,0,26,False,[],True,True,False,False,False,人工曾明确OOS,data/mp3d_layout/test/img/7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce.png,"{""G014"": ""支持""}"
7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,7y3sRwLe3Va-09,7y3sRwLe3Va,开放复合空间,current_coarse_review；不采用未确认的新模型建议,"[""G015""]","[""G015""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",True,True,False,False,True,人工明确非OOS,data/mp3d_layout/test/img/7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040.png,"{""G015"": ""支持""}"
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,7y3sRwLe3Va,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G014""]","[""G014""]",已有支持同房关系,24,8+,0,26,False,[],True,True,False,False,False,人工曾明确OOS,data/mp3d_layout/test/img/7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09.png,"{""G014"": ""支持""}"
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,7y3sRwLe3Va,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G013""]","[""G013""]",已有支持同房关系,0,0,24,26,False,[],False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456.png,"{""G013"": ""支持""}"
7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a,7y3sRwLe3Va-14,7y3sRwLe3Va,,current_coarse_review；不采用未确认的新模型建议,"[""G016""]","[""G016""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a.png,"{""G016"": ""支持""}"
7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,7y3sRwLe3Va-16,7y3sRwLe3Va,开放复合空间,current_coarse_review；不采用未确认的新模型建议,"[""G015""]","[""G015""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",True,True,False,False,True,人工明确非OOS,data/mp3d_layout/test/img/7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b.png,"{""G015"": ""支持""}"
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va-17,7y3sRwLe3Va,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G014""]","[""G014""]",已有支持同房关系,5,3—7,0,5,False,"[28, 29, 30, 31, 32, 34, 35, 36, 37]",True,True,False,False,False,人工曾明确OOS,data/mp3d_layout/test/img/7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e.png,"{""G014"": ""支持""}"
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va-19,7y3sRwLe3Va,开放复合空间,current_coarse_review；不采用未确认的新模型建议,"[""G015""]","[""G015""]",已有支持同房关系,6,3—7,4,10,False,"[28, 29, 30, 35, 37]",True,True,False,False,True,人工明确非OOS,data/mp3d_layout/test/img/7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f.png,"{""G015"": ""支持""}"
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va-21,7y3sRwLe3Va,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G017""]","[""G017""]",已有支持同房关系,5,3—7,4,9,False,"[28, 29, 30, 31, 32, 36]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3.png,"{""G017"": ""支持""}"
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va-22,7y3sRwLe3Va,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G014""]","[""G014""]",已有支持同房关系,5,3—7,0,5,False,"[30, 31, 32, 33, 34, 35, 37]",True,True,False,False,False,人工曾明确OOS,data/mp3d_layout/test/img/7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e.png,"{""G014"": ""支持""}"
7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va-24,7y3sRwLe3Va,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,"[""G017""]","[""G017""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df.png,"{""G017"": ""支持""}"
7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,7y3sRwLe3Va-25,7y3sRwLe3Va,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G017""]","[""G017""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67.png,"{""G017"": ""支持""}"
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va-26,7y3sRwLe3Va,,current_coarse_review；不采用未确认的新模型建议,"[""G016""]","[""G016""]",已有支持同房关系,5,3—7,0,5,False,"[28, 29, 30, 33, 35, 36]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/7y3sRwLe3Va_fdab6422162e49db822a37178ab70481.png,"{""G016"": ""支持""}"
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs-03,B6ByNegPMKs,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G019""]","[""G019""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5.png,"{""G019"": ""支持""}"
B6ByNegPMKs_1bf33cdff9a54d65a9be6889eb912fb5,B6ByNegPMKs-04,B6ByNegPMKs,工作与学习,current_coarse_review；不采用未确认的新模型建议,"[""G020""]","[""G020""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_1bf33cdff9a54d65a9be6889eb912fb5.png,"{""G020"": ""支持""}"
B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9,B6ByNegPMKs-09,B6ByNegPMKs,工作与学习,current_coarse_review；不采用未确认的新模型建议,"[""G025""]","[""G025""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9.png,"{""G025"": ""支持""}"
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,B6ByNegPMKs,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G026"", ""G027""]","[""G027""]",已有支持同房关系,24,8+,0,26,False,[],True,True,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086.png,"{""G026"": ""待定"", ""G027"": ""支持""}"
B6ByNegPMKs_8b4e1e0ada214ee68dc9e0350cbad884,B6ByNegPMKs-25,B6ByNegPMKs,工作与学习,current_coarse_review；不采用未确认的新模型建议,"[""G032""]","[""G032""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_8b4e1e0ada214ee68dc9e0350cbad884.png,"{""G032"": ""支持""}"
B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,B6ByNegPMKs-27,B6ByNegPMKs,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G019""]","[""G019""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381.png,"{""G019"": ""支持""}"
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs-33,B6ByNegPMKs,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G035"", ""G036""]","[""G036""]",已有支持同房关系,24,8+,0,26,False,[],True,True,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993.png,"{""G035"": ""待定"", ""G036"": ""支持""}"
B6ByNegPMKs_c36b46ddcadf4896a2aa0abca657f33d,B6ByNegPMKs-36,B6ByNegPMKs,工作与学习,current_coarse_review；不采用未确认的新模型建议,"[""G025""]","[""G025""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_c36b46ddcadf4896a2aa0abca657f33d.png,"{""G025"": ""支持""}"
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs-37,B6ByNegPMKs,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G036""]","[""G036""]",已有支持同房关系,6,3—7,4,10,False,"[30, 31, 32, 33, 36]",True,True,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37.png,"{""G036"": ""支持""}"
B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,B6ByNegPMKs-38,B6ByNegPMKs,工作与学习,current_coarse_review；不采用未确认的新模型建议,"[""G020""]","[""G020""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb.png,"{""G020"": ""支持""}"
B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580,B6ByNegPMKs-39,B6ByNegPMKs,工作与学习,current_coarse_review；不采用未确认的新模型建议,"[""G032""]","[""G032""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580.png,"{""G032"": ""支持""}"
B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,B6ByNegPMKs-45,B6ByNegPMKs,通行与连接,current_coarse_review；不采用未确认的新模型建议,"[""G027""]","[""G027""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",True,True,False,False,True,未见人工OOS记录,data/mp3d_layout/test/img/B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb.png,"{""G027"": ""支持""}"
S9hNv5qa7GM_181c56d99ddd42ba8d4be09dbb135381,S9hNv5qa7GM-02,S9hNv5qa7GM,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G042"", ""G043""]","[""G042""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/S9hNv5qa7GM_181c56d99ddd42ba8d4be09dbb135381.png,"{""G042"": ""支持"", ""G043"": ""不支持""}"
S9hNv5qa7GM_27869fb0e3414f2687b9580b335ec615,S9hNv5qa7GM-03,S9hNv5qa7GM,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G044""]","[""G044""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,人工曾明确OOS,data/mp3d_layout/valid/img/S9hNv5qa7GM_27869fb0e3414f2687b9580b335ec615.png,"{""G044"": ""支持""}"
S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM-04,S9hNv5qa7GM,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G040"", ""G045""]","[""G045""]",已有支持同房关系,1,1—2,0,1,False,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e.png,"{""G040"": ""不支持"", ""G045"": ""支持""}"
S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM-05,S9hNv5qa7GM,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G046""]","[""G046""]",已有支持同房关系,2,1—2,0,2,False,"[28, 29, 30, 31, 32, 33, 34, 35]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee.png,"{""G046"": ""支持""}"
S9hNv5qa7GM_743e6d37beae4b6482a43ae41e634e67,S9hNv5qa7GM-11,S9hNv5qa7GM,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G044""]","[""G044""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,人工曾明确OOS,data/mp3d_layout/valid/img/S9hNv5qa7GM_743e6d37beae4b6482a43ae41e634e67.png,"{""G044"": ""支持""}"
S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM-12,S9hNv5qa7GM,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G046""]","[""G046""]",已有支持同房关系,2,1—2,0,2,False,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02.png,"{""G046"": ""支持""}"
S9hNv5qa7GM_b14dbfea048449aa8b8934cbf491a10a,S9hNv5qa7GM-14,S9hNv5qa7GM,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G042""]","[""G042""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/S9hNv5qa7GM_b14dbfea048449aa8b8934cbf491a10a.png,"{""G042"": ""支持""}"
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM-15,S9hNv5qa7GM,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G047""]","[""G047""]",已有支持同房关系,20,8+,0,20,False,[],True,True,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.png,"{""G047"": ""支持""}"
S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM-21,S9hNv5qa7GM,卫浴,current_coarse_review；不采用未确认的新模型建议,"[""G046""]","[""G046""]",已有支持同房关系,3,3—7,0,3,False,"[28, 29, 30, 31, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a.png,"{""G046"": ""支持""}"
S9hNv5qa7GM_ed7387d968874f4bbe512395b64405af,S9hNv5qa7GM-22,S9hNv5qa7GM,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G042""]","[""G042""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/valid/img/S9hNv5qa7GM_ed7387d968874f4bbe512395b64405af.png,"{""G042"": ""支持""}"
UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3-01,UwV83HsGsw3,,current_coarse_review；不采用未确认的新模型建议,"[""G049""]","[""G049""]",已有支持同房关系,4,3—7,4,9,False,"[28, 31, 33, 35, 36]",False,False,False,False,False,人工疑似或争议,data/mp3d_layout/test/img/UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b.png,"{""G049"": ""支持""}"
UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,UwV83HsGsw3-02,UwV83HsGsw3,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G050"", ""G051""]","[""G051""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb.png,"{""G050"": ""不支持"", ""G051"": ""支持""}"
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3-03,UwV83HsGsw3,厨房与用餐,current_coarse_review；不采用未确认的新模型建议,"[""G049""]","[""G049""]",已有支持同房关系,5,3—7,0,5,False,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,人工曾明确OOS；另有疑似意见,data/mp3d_layout/test/img/UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2.png,"{""G049"": ""支持""}"
UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,UwV83HsGsw3-04,UwV83HsGsw3,卧室,current_coarse_review；不采用未确认的新模型建议,"[""G050"", ""G052""]","[""G052""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8.png,"{""G050"": ""不支持"", ""G052"": ""支持""}"
UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,UwV83HsGsw3-05,UwV83HsGsw3,储藏与家务辅助,current_coarse_review；不采用未确认的新模型建议,"[""G053"", ""G054""]","[""G054""]",已有支持同房关系,0,0,0,0,True,"[28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",False,False,False,False,False,未见人工OOS记录,data/mp3d_layout/test/img/UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516.png,"{""G053"": ""不支持"", ""G054"": ""支持""}"
