stage,task_id,base_task_id,condition,dataset_group,mp3d_building_scene_id,building_scene_id_source,pack_building_id_raw,pack_building_id_is_base_task_id,building_support_raw,observed_submission_count,valid_geometry_count,primary_analysis_eligible_count,corner_count_set,topology_status,consensus_status,reference_status,gt_provenance_class,gt_user_correction_status,gt_user_verification_scope,gt_source_artifact,gt_source_sha256,aggregation_context_present
C1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,Calibration_core,B6ByNegPMKs,frozen_C1_crowd_structure_building_id,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,True,4,5,5,0,4;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,Calibration_semi,B6ByNegPMKs,frozen_C1_crowd_structure_building_id,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,True,4,4,4,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,Calibration_core,B6ByNegPMKs,frozen_C1_crowd_structure_building_id,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,True,4,5,5,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,Calibration_semi,B6ByNegPMKs,frozen_C1_crowd_structure_building_id,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,True,4,4,4,0,4;5,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,manual,Calibration_core,B6ByNegPMKs,frozen_C1_crowd_structure_building_id,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,True,4,6,6,0,4;5,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction;strict_conflict_exclusion_candidate_only,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,semi,Calibration_semi,B6ByNegPMKs,frozen_C1_crowd_structure_building_id,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,True,4,4,4,0,4;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction;strict_conflict_exclusion_candidate_only,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,manual,Calibration_core,B6ByNegPMKs,frozen_C1_crowd_structure_building_id,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,True,5,5,5,0,10;4;9,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,465,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,manual,Calibration_core,B6ByNegPMKs,frozen_C1_crowd_structure_building_id,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,True,6,6,6,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,Calibration_core,B6ByNegPMKs,frozen_C1_crowd_structure_building_id,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,True,5,5,5,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,manual,Calibration_core,UwV83HsGsw3,derived_from_formal_task_identity_prefix,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,True,4,5,5,0,10;5;6;8,not_evaluable,frozen_c1_sidecar_no_row_version_bound_not_evaluable,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,semi,Calibration_semi,UwV83HsGsw3,derived_from_formal_task_identity_prefix,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,True,4,4,4,0,10;8;9,not_evaluable,frozen_c1_sidecar_no_row_version_bound_not_evaluable,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,manual,Calibration_core,UwV83HsGsw3,derived_from_formal_task_identity_prefix,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,True,5,5,5,0,4;5,not_evaluable,frozen_c1_sidecar_no_row_version_bound_not_evaluable,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,manual,Calibration_core,UwV83HsGsw3,frozen_C1_crowd_structure_building_id,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,True,4,7,6,0,0;4;5;6,supported_multimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction;strict_conflict_exclusion_candidate_only,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,semi,Calibration_semi,UwV83HsGsw3,frozen_C1_crowd_structure_building_id,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,True,4,4,4,0,4;5;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction;strict_conflict_exclusion_candidate_only,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,525,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,manual,Calibration_core,UwV83HsGsw3,derived_from_formal_task_identity_prefix,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,True,5,5,5,0,4;6;7;8,not_evaluable,frozen_c1_sidecar_no_row_version_bound_not_evaluable,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,manual,Calibration_anchor,UwV83HsGsw3,frozen_C1_crowd_structure_building_id,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,True,23,23,23,0,4;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,manual,Calibration_core,UwV83HsGsw3,frozen_C1_crowd_structure_building_id,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,True,5,5,5,0,4;6,supported_multimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction;strict_conflict_exclusion_candidate_only,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,Calibration_core,X7HyMhZNoso,frozen_C1_crowd_structure_building_id,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,True,5,5,5,0,4;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,Calibration_core,X7HyMhZNoso,frozen_C1_crowd_structure_building_id,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,True,4,5,5,0,4;6;8,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction;strict_conflict_exclusion_candidate_only,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,Calibration_semi,X7HyMhZNoso,frozen_C1_crowd_structure_building_id,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,True,4,4,4,0,4;8,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction;strict_conflict_exclusion_candidate_only,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,Calibration_core,Z6MFQCViBuw,frozen_C1_crowd_structure_building_id,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,True,4,5,5,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,Calibration_semi,Z6MFQCViBuw,frozen_C1_crowd_structure_building_id,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,True,4,4,4,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,Calibration_core,Z6MFQCViBuw,frozen_C1_crowd_structure_building_id,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,True,5,5,5,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,Calibration_semi,Z6MFQCViBuw,frozen_C1_crowd_structure_building_id,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,True,5,5,4,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,527,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,Calibration_core,Z6MFQCViBuw,frozen_C1_crowd_structure_building_id,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,True,5,5,5,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,535,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,Calibration_core,b8cTxDM8gDG,frozen_C1_crowd_structure_building_id,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,True,5,5,5,0,4;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,604,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,Calibration_core,b8cTxDM8gDG,frozen_C1_crowd_structure_building_id,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,True,6,6,6,0,4,supported_multimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,479,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,Calibration_core,e9zR4mvMWw7,frozen_C1_crowd_structure_building_id,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,True,6,6,5,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,Calibration_core,e9zR4mvMWw7,frozen_C1_crowd_structure_building_id,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,True,6,6,6,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,710,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,Calibration_core,e9zR4mvMWw7,frozen_C1_crowd_structure_building_id,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,True,6,6,5,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,manual,Calibration_core,q9vSo1VnCiC,frozen_C1_crowd_structure_building_id,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,True,4,5,5,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,semi,Calibration_semi,q9vSo1VnCiC,frozen_C1_crowd_structure_building_id,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,True,4,4,4,0,10;4;6;7,not_evaluable,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,473,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,manual,Calibration_core,q9vSo1VnCiC,frozen_C1_crowd_structure_building_id,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,True,5,5,5,0,4;6,dominant_with_dissent,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,519,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,manual,Calibration_core,q9vSo1VnCiC,frozen_C1_crowd_structure_building_id,q9vSo1VnCiC_3e7f67e8969f434b9a4aec0c68668b20,True,5,5,5,0,10;5;8,not_evaluable,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,613,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,manual,Calibration_core,q9vSo1VnCiC,frozen_C1_crowd_structure_building_id,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,True,5,5,5,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
C1,504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,manual,Calibration_core,q9vSo1VnCiC,frozen_C1_crowd_structure_building_id,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,True,4,6,6,0,4,unimodal,frozen_c1_sidecar_reused_version_bound_not_recomputed,public_gt_validation_no_researcher_correction,mp3d_hohonet_source_no_researcher_correction,none,none,export_label/RAW_DATA_AND_GROUND_TRUTH_SCOPE_NOTE_20260817.md,c8b422755e75619798c053d5185b77606bce56c525b4d039642aa1feac30393c,False
