stage,scenario,base_task_id,building_id,support_band,valid_k,thresholds,supported_multimodal_at_all_thresholds,supported_multimodal_at_any_threshold,strong_at_all_thresholds,strong_at_any_threshold,not_evaluable_at_any_threshold,status
Calibration,current20_frozen_geometry_pool,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,True,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,high_support_k_ge_20,20,0.9;0.925;0.95,True,True,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,high_support_k_ge_20,20,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,high_support_k_ge_20,20,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,high_support_k_ge_20,20,0.9;0.925;0.95,False,True,False,True,True,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,high_support_k_ge_20,20,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,high_support_k_ge_20,20,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,high_support_k_ge_20,20,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,True,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,cap5_only,5,0.9;0.925;0.95,False,False,False,False,True,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,high_support_k_ge_20,20,0.9;0.925;0.95,False,True,False,True,True,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,high_support_k_ge_20,20,0.9;0.925;0.95,False,True,False,True,True,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,high_support_k_ge_20,20,0.9;0.925;0.95,False,True,False,True,True,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,high_support_k_ge_20,20,0.9;0.925;0.95,False,True,False,True,True,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,current20_frozen_geometry_pool,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,high_support_k_ge_20,22,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,True,development_threshold_robustness
Calibration,frozen_geometry_pool,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,high_support_k_ge_20,22,0.9;0.925;0.95,True,True,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,high_support_k_ge_20,22,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,high_support_k_ge_20,22,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,high_support_k_ge_20,22,0.9;0.925;0.95,False,True,False,True,True,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,high_support_k_ge_20,22,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,high_support_k_ge_20,22,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,high_support_k_ge_20,22,0.9;0.925;0.95,False,True,False,True,True,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,True,development_threshold_robustness
Calibration,frozen_geometry_pool,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,cap5_only,5,0.9;0.925;0.95,False,False,False,False,True,development_threshold_robustness
Calibration,frozen_geometry_pool,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,cap5_only,5,0.9;0.925;0.95,False,False,False,False,True,development_threshold_robustness
Calibration,frozen_geometry_pool,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,high_support_k_ge_20,22,0.9;0.925;0.95,False,True,False,True,True,development_threshold_robustness
Calibration,frozen_geometry_pool,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,high_support_k_ge_20,22,0.9;0.925;0.95,False,True,False,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,high_support_k_ge_20,22,0.9;0.925;0.95,False,True,False,True,True,development_threshold_robustness
Calibration,frozen_geometry_pool,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
Calibration,frozen_geometry_pool,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,cap5_only,5,0.9;0.925;0.95,False,False,False,False,True,development_threshold_robustness
Calibration,frozen_geometry_pool,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,high_support_k_ge_20,22,0.9;0.925;0.95,False,True,False,True,True,development_threshold_robustness
Calibration,frozen_geometry_pool,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,cap5_only,5,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
Calibration,frozen_geometry_pool,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,cap5_only,5,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
PreScreen,c1_eligible_chinese,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,intermediate_k6_to_19,12,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
PreScreen,c1_eligible_chinese,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,intermediate_k6_to_19,12,0.9;0.925;0.95,False,True,False,True,False,development_threshold_robustness
PreScreen,c1_eligible_chinese,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,intermediate_k6_to_19,12,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
PreScreen,c1_eligible_chinese,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,intermediate_k6_to_19,12,0.9;0.925;0.95,False,False,False,False,False,development_threshold_robustness
PreScreen,c1_eligible_chinese,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,intermediate_k6_to_19,12,0.9;0.925;0.95,True,True,True,True,False,development_threshold_robustness
